Price,Description,Location,Area,No_rooms,No_bathrooms,City,Category,Price/m2
360000,"APARTMENT FOR SALE 2+1+2 NEAR PROCUREMENT OFFICE, 9 FLOORS!",,122.0,2,2,Tirana,Sale,2950.8196721311474
200,FOR RENT 1+1 ENTRANCE,,60.0,1,1,Shkodër,Rent,3.3333333333333335
250000,Apartment 3+1+2 for sale in the Center,,153.0,3,2,Tirana,Sale,1633.986928104575
124000,2+1+2 apartment for sale at Akses Tirana!,Laprake,118.0,2,2,Tirana,Sale,1050.8474576271187
460,"APARTMENT FOR RENT 2+1+2, ASTIR NEW RING",,120.0,2,2,Tirana,Rent,3.8333333333333335
72000,2+1 APARTMENT FOR SALE NEAR ROBIT MOUNTAIN!,"Golem,Mali i Robit",70.0,2,1,Durrës,Sale,1028.5714285714287
500,APARTMENT 1+1 FOR RENT IN MYSLYM SHYR!!,,40.0,1,1,Tirana,Rent,12.5
200000,3+1 apartment for sale in Kavaje street near Globe Center!,,136.0,3,2,Tirana,Sale,1470.5882352941176
59000,ONE BEDROOM APARTMENT FOR SALE IN GOLEM,,65.0,1,1,Durrës,Sale,907.6923076923077
97000,2+1+2+Yard for sale in Univers City!,Univers City,166.0,2,2,Tirana,Sale,584.3373493975904
61500,APARTMENT 1+1+2 BALCONY FOR SALE IN ILIRIA BEACH!!!,,75.0,1,1,Durrës,Sale,820.0
400,Office for rent in the area of the Former Exhibition,,40.0,1,1,Tirana,Rent,10.0
128000,"Apartment for sale, 3+1+2 on ""Odhise Paskali"" street !",,124.0,3,2,Tirana,Sale,1032.258064516129
425000,APARTMENT WHITE TOWER 2+1+2 FOR SALE,,231.0,3,2,Tirana,Sale,1839.82683982684
400000,WHITE TOWER APARTMENT FOR SALE 3+1+2,,219.0,3,2,Tirana,Sale,1826.4840182648402
278000,APARTMENT WHITE TOWER 2+1+2 FOR SALE,,156.0,2,2,Tirana,Sale,1782.051282051282
254000,WHITE TOWER APARTMENT FOR SALE 2+1+2 VASIL SHANTO,,129.0,2,2,Tirana,Sale,1968.9922480620155
341000,WHITE TOWER APARTMENT FOR SALE 3+1+2,,161.0,3,2,Tirana,Sale,2118.0124223602484
144000,WHITE TOWER APARTMENT FOR SALE 1+1 VASIL SHANTO,,68.0,1,1,Tirana,Sale,2117.6470588235293
250000,APARTMENT WHITE TOWER 2+1+2 FOR SALE,,118.0,2,2,Tirana,Sale,2118.64406779661
144000,WHITE TOWER APARTMENT FOR SALE 1+1 VASIL SHANTO,,68.0,1,1,Tirana,Sale,2117.6470588235293
550,APARTMENT FOR RENT WITH SEA VIEW 3+1+2!!!,,127.0,3,2,Durrës,Rent,4.330708661417323
131000,"APARTMENT FOR SALE 2+1 NEAR PARALLEL LIVING RESIDENCE, DON BOSCO",,104.0,2,2,Tirana,Sale,1259.6153846153845
128500,"APARTMENT FOR SALE 2+1 NEAR PARALLEL LIVING RESIDENCE, DON BOSCO",,102.0,2,2,Tirana,Sale,1259.8039215686274
180,"FIRST FLOOR OF A 1+1 VILLA FOR RENT IN HOSPITAL, DURRES!",Spitalle,70.0,1,1,Durrës,Rent,2.5714285714285716
49000,FOR SALE 1+1 AT THE ROCK OF KAVAJA!,Shkembi i Kavajes,70.0,1,1,Durrës,Sale,700.0
279000,WHITE TOWER APARTMENT FOR SALE 2+1+2 VASIL SHANTO,,119.0,2,2,Tirana,Sale,2344.5378151260506
144000,WHITE TOWER APARTMENT FOR SALE 1+1 VASIL SHANTO,,68.0,1,1,Tirana,Sale,2117.6470588235293
307000,WHITE TOWER APARTMENT FOR SALE 3+1+2,,146.0,3,2,Tirana,Sale,2102.7397260273974
161000,WHITE TOWER APARTMENT FOR SALE 1+1 VASIL SHANTO,,76.0,1,1,Tirana,Sale,2118.4210526315787
254000,WHITE TOWER APARTMENT FOR SALE 2+1+2 VASIL SHANTO,,120.0,2,2,Tirana,Sale,2116.6666666666665
327000,WHITE TOWER APARTMENT FOR SALE 3+1+2,,163.0,3,2,Tirana,Sale,2006.1349693251534
250000,APARTMENT FOR SALE 2+1+2 PLUS PARKING POST IN HALISOF RESIDENCE,Rruga e Vilave,124.0,2,2,Tirana,Sale,2016.1290322580646
220000,"LUXURY APARTMENT FOR SALE 2+1+2, SEA VIEW! VILA E ZOGUT, DURRES!",,98.0,2,2,Durrës,Sale,2244.8979591836733
222000,WHITE TOWER APARTMENT FOR SALE 2+1+2 VASIL SHANTO,,105.0,2,2,Tirana,Sale,2114.285714285714
79000,APARTMENT FOR SALE WITH SEA VIEW POSSIBILITY OF MODIFICATION IN 2+1 IN RAJURUDHA BEACH,"Plazh, Hekurudha",77.0,1,1,Durrës,Sale,1025.974025974026
81900,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,105.0,2,2,Tirana,Sale,780.0
72300,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,93.0,2,2,Tirana,Sale,777.4193548387096
82500,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,106.0,2,2,Tirana,Sale,778.3018867924528
133000,APARTMENT 2+1+2 NEAR TIRANA ACCESS!,Laprake,117.0,2,2,Tirana,Sale,1136.7521367521367
120000,"In Shkoze, Apartment 3+1+2 for sale!",Shkoze,150.0,3,2,Tirana,Sale,800.0
67900,"2+1 APARTMENT FOR SALE ""UNIVERS CITY"", TIRANA!",,87.0,2,1,Tirana,Sale,780.4597701149426
144000,WHITE TOWER APARTMENT FOR SALE 1+1 VASIL SHANTO,,68.0,1,1,Tirana,Sale,2117.6470588235293
400,SUPER APARTMENT FOR RENT NEAR THE ROCK OF KAVAJA!,,100.0,2,1,Durrës,Rent,4.0
86400,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,111.0,2,2,Tirana,Sale,778.3783783783783
81500,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,104.0,2,2,Tirana,Sale,783.6538461538462
87200,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,112.0,2,2,Tirana,Sale,778.5714285714286
54300,"1+1 APARTMENT FOR SALE ""UNIVERS CITY"", TIRANA!",,70.0,1,1,Tirana,Sale,775.7142857142857
53500,"1+1 APARTMENT FOR SALE ""UNIVERS CITY"", TIRANA!",,69.0,1,1,Tirana,Sale,775.3623188405797
101500,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,109.0,2,2,Tirana,Sale,931.1926605504588
267000,WHITE TOWER APARTMENT FOR SALE 3+1+2,,126.0,3,2,Tirana,Sale,2119.0476190476193
45000,"2+1 apartment for sale on ""Gaqo Avrazi"" street",,88.0,2,1,Korçë,Sale,511.3636363636364
123100,"APARTMENT 3+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,132.0,3,2,Tirana,Sale,932.5757575757576
90700,"APARTMENT 2+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,97.0,2,2,Tirana,Sale,935.0515463917526
123100,"APARTMENT 3+1+2 FOR SALE ""UNIVERS CITY"", TIRANA!",,132.0,3,2,Tirana,Sale,932.5757575757576
156000,2+1 APARTMENT FOR SALE NEAR THE RED SCHOOL!,,97.0,2,1,Tirana,Sale,1608.2474226804125
115000,"APARTMENT FOR SALE 1+1, NEAR THE RED SCHOOL",,71.0,1,1,Tirana,Sale,1619.718309859155
500,1+1 APARTMENT FOR RENT AT BLUE FAFA RESORT!!!,,62.0,1,1,Durrës,Rent,8.064516129032258
57500,APARTMENT FOR SALE 1+1 IN TIRANA ENTRY 1.,"Tirana Entry 1 Residence, Laprakë",59.0,1,1,Tirana,Sale,974.5762711864406
223850,2+1 APARTMENT FOR SALE ON BARRIGADA STREET!,Rr. Barikadave,94.0,2,2,Tirana,Sale,2381.3829787234044
110000,3+1+2 apartment for sale in Durres!,,160.0,3,2,Durrës,Sale,687.5
258000,2+1 APARTMENT FOR SALE ON BARRIGADA STREET!,Rr. Barikadave,108.0,2,2,Tirana,Sale,2388.8888888888887
307180,FOR SALE APARTMENT 2+1+2 AT RR. BARRIGADES!,Rr. Barrikdave,108.0,2,2,Tirana,Sale,2844.259259259259
165000,APARTMENT FOR SALE 3+1+2 162M2 IN ILIRIA BEACH,iliria,162.0,3,2,Durrës,Sale,1018.5185185185185
239000,2+1 APARTMENT FOR SALE ON BARRIGADA STREET!,Rr. Barikadave,100.0,2,2,Tirana,Sale,2390.0
81000,"1+1 APARTMENT FOR SALE, KAVAJES ROCK!",Shkembi i Kavajes,54.0,1,1,Durrës,Sale,1500.0
83000,"BARGAIN!! FOR SALE 2+1 APARTMENT WITH SEA VIEW IN ILIRIA BEACH, DURRES","Plazh,iliria",110.0,2,1,Durrës,Sale,754.5454545454545
80000,STUDIO APARTMENT ON THE BEACH FOR SALE!!!,,45.0,1,1,Durrës,Sale,1777.7777777777778
237000,2+1+2 APARTMENT FOR SALE ON BARRIKADA STREET!,Rr. Barrikadave,108.0,2,2,Tirana,Sale,2194.4444444444443
299000,"APARTMENT 3+1 FOR SALE, RESIDENCE KODRA E DIELLI 2",,133.0,3,2,Tirana,Sale,2248.1203007518798
90000,"ILYONIS RESIDENCE, APARTMENT 1+1 FOR SALE",Shengjin,75.0,1,1,Shëngjin,Sale,1200.0
75000,"LAPRAKE, SHITET APARTAMENT 1+1!",Laprake,75.0,1,1,Tirana,Sale,1000.0
370000,PENTHOUSE 3+1+2+VERAND ON ELBASAN STREET!,"Rruga Fuat Toptani, Vilat Gjermane",337.0,3,2,Tirana,Sale,1097.9228486646884
105000,"APARTMENT FOR SALE 2+1 NEAR MORTGAGE ON ""JORDAN MISJA"" STREET",,97.0,2,1,Tirana,Sale,1082.4742268041236
155000,"ILYONIS RESIDENCE, 2+1 APARTMENT FOR SALE",Shengjin,112.0,2,1,Shëngjin,Sale,1383.9285714285713
80000,1+1 APARTMENT FOR SALE IN FRESK!,Rruga Shefqet Kuka,77.0,1,1,Tirana,Sale,1038.9610389610389
1800,Business premises for rent until December 21,,120.0,3,1,Tirana,Rent,15.0
2000,APARTMENT 2+1+2 AT THE LAKE PARK,,190.0,2,2,Tirana,Rent,10.526315789473685
33500,SHITET 2+1,,66.0,2,1,Shkodër,Sale,507.57575757575756
800,"For Rent, Apartment 2+1+2 + Parking Post, Dry Lake",,87.0,2,2,Tirana,Rent,9.195402298850574
800,"For Rent, Apartment 2+1+2 + Parking Post, Dry Lake",Liqeni i Thate,87.0,2,2,Tirana,Rent,9.195402298850574
48000,"1+1 APARTMENT FOR SALE ON THE BEACH, RAILWAY!",,60.0,1,1,Durrës,Sale,800.0
135000,2 BEDROOM APARTMENT FOR SALE IN VOLLGA!,,101.0,2,2,Durrës,Sale,1336.6336633663366
57000,"DISCOUNT!!!! 2+1 APARTMENT FOR SALE, NEAR URES SE DAJLAN, DURRES!",,122.0,2,1,Durrës,Sale,467.21311475409834
300,"2+1 APARTMENT FOR RENT, FLAMUR SQUARE!",,82.0,2,1,Vlorë,Rent,3.658536585365854
300000,APARTMENT FOR SALE 3+1+3 IN FRESK!,,200.0,3,3,Tirana,Sale,1500.0
143000,APARTMENT 2+1+2 FOR SALE!,,116.0,2,2,Vlorë,Sale,1232.7586206896551
70000,APARTMENT 1+1 FOR SALE NEAR SKEMBI KAVAJES!,Shkembi i Kavajes,65.0,1,1,Durrës,Sale,1076.923076923077
547000,Apartment 2+1+2 in Down Town One for sale!,DOWN TOWN,164.0,2,2,Tirana,Sale,3335.3658536585367
500,"Apartment for rent on New Boulevard, ASTIR",,201.0,3,2,Tirana,Rent,2.487562189054726
304000,"CENTER, APARTMENT FOR SALE 3+1+2",9 - Kateshet,156.0,3,2,Tirana,Sale,1948.7179487179487
220000,"CENTER, APARTMENT FOR SALE 2+1",9 - Kateshet,111.0,2,2,Tirana,Sale,1981.981981981982
102000,APARTMENT 3+1+2 FOR SALE IN RESIDENCE UNIVERS CITY QTU!,,140.0,3,2,Tirana,Sale,728.5714285714286
132000,"CENTER, APARTMENT FOR SALE 1+1",9 Kateshet,60.0,1,1,Tirana,Sale,2200.0
55677,1+1 APARTMENT FOR SALE IN KAMEZ!,,83.0,1,1,Tirana,Sale,670.8072289156627
81876,"Apartment 2+1+2 for sale in Univers City, near QTU!",,112.0,2,2,Tirana,Sale,731.0357142857143
205000,2 BEDROOM APARTMENT FOR SALE IN SAN PIETRO RESIDENCE!,,105.0,2,1,Durrës,Sale,1952.3809523809523
60000,"NEAR ""HOTEL ADRIATIK"" FOR SALE 1+1 APARTMENT!",,68.0,1,1,Durrës,Sale,882.3529411764706
115000,2+1 APARTMENT FOR SALE TRANSBALLKANIKE!,,108.0,2,1,Vlorë,Sale,1064.8148148148148
52000,STUDIO APARTMENT FOR SALE WITH POSSIBILITY TO RETURN TO 1+1 ON CIPAJE STREET!,"Rruga ""Gjergj Arianiti""",70.0,1,1,Vlorë,Sale,742.8571428571429
130000,APARTMENT 3+1+2 FOR SALE IN ASTIR,Rruga Tom Plezha,112.0,3,2,Tirana,Sale,1160.7142857142858
159000,"Apartment with sea view for sale, Mali i Robit",,93.0,3,2,Durrës,Sale,1709.6774193548388
450,2+1 APARTMENT FOR RENT NEAR LUNGOMARE!,,99.5,2,1,Vlorë,Rent,4.522613065326633
105000,2+1 APARTMENT FOR SALE IN LAPRAKE!,Rruga Rexhep Preza,89.0,2,1,Tirana,Sale,1179.7752808988764
205000,"APARTMENT FOR SALE 3+1+3 TOILET+OFFICE+VERANDA, ""FRESK"" TELEPHONE ROAD!",,184.0,3,3,Tirana,Sale,1114.1304347826087
103000,2+1 APARTMENT FOR SALE AT RIZA CEROVA STREET!!!!,Rruga Riza Cerova,94.0,2,1,Tirana,Sale,1095.7446808510638
350,APARTMENT FOR RENT 1+1 NEAR SKEMBI KAVAJES!,,53.0,1,1,Durrës,Rent,6.60377358490566
320,APARTMENT FOR RENT 1+1 NEAR SKEMBI KAVAJES!,Shkembi i Kavajes,69.0,1,1,Durrës,Rent,4.63768115942029
31000,STUDIO APARTMENT FOR SALE AT KAVAJES ROCK!,Shkembi i Kavajes,41.0,1,1,Durrës,Sale,756.0975609756098
48000,1+1 APARTMENT FOR SALE NEAR SKEMBI KAVAJES!,Shkembi i Kavajes,66.0,1,1,Durrës,Sale,727.2727272727273
75000,Opportunity!! Apartment 2+1+2 in Shengjin!,"Shengjin, Kune",107.0,2,2,Shëngjin,Sale,700.9345794392524
50500,Opportunity!! 1+1 apartment in Shengjin!,"Shengjin, Kune",72.0,2,2,Shëngjin,Sale,701.3888888888889
58000,2+1 APARTMENT FOR SALE IN GOLEM!,Prane Miami 2,59.0,2,1,Durrës,Sale,983.0508474576271
128400,2+1 apartment for sale in Porcelan,,107.0,2,1,Tirana,Sale,1200.0
800,"APARTMENT 2+1+2+PARKING SPACE FOR RENT, NEAR ELBASAN STREET, TIRANA!",,103.0,2,2,Tirana,Rent,7.766990291262136
420,"2+1 APARTMENT FOR RENT, NEAR SAUK DISTRICT, TIRANA!",,90.0,2,1,Tirana,Rent,4.666666666666667
420,"2+1 APARTMENT FOR RENT, NEAR SAUK DISTRICT, TIRANA!",,90.0,2,1,Tirana,Rent,4.666666666666667
420,"2+1 APARTMENT FOR RENT, NEAR SAUK DISTRICT, TIRANA!",,90.0,2,1,Tirana,Rent,4.666666666666667
99300,APARTMENT FOR SALE 2+1 IN A NEW COMPLEX IN ASTIR.,,110.0,2,1,Tirana,Sale,902.7272727272727
130000,"RRUGA 5 MAJI , SHITET APARTAMENT 2+1+2!",Rruga 5 Maji,125.0,2,2,Tirana,Sale,1040.0
72200,"APARTMENT FOR SALE 1+1 ASTIR
""URBAN GATE RESIDENCE""",Rruga: Bulevard-Kashar,72.0,1,1,Tirana,Sale,1002.7777777777778
130000,"APARTMENT FOR SALE 1+1+PARKING, BEACHSIDE OF KAVAJA ROCK!",,55.0,1,1,Durrës,Sale,2363.6363636363635
115700,FOR SALE 2 APARTMENTS 1+1 AT RIVERSIDE RESIDENCE,,89.0,2,1,Tirana,Sale,1300.0
176202,FOR SALE 2 APARTMENTS AT RIVERSIDE RESIDENCE,,136.0,2,1,Tirana,Sale,1295.6029411764705
85000,1+1 APARTMENT FOR SALE IN ASTIR!!!,,63.0,1,1,Tirana,Sale,1349.2063492063492
1000,Apartment 4+2 For Rent,,200.0,4,2,Tirana,Rent,5.0
450,1+1 APARTMENT WITH PARKING SPACE FOR RENT NEAR VILES IN YZBERISH!!!,,63.0,1,1,Tirana,Rent,7.142857142857143
150000,3+1+2 apartment for sale in Yzberisht,,141.0,3,2,Tirana,Sale,1063.8297872340424
155000,1+1 APARTMENT FOR SALE NEAR THE LAKE,,70.0,1,1,Tirana,Sale,2214.285714285714
75000,1+1 APARTMENT FOR SALE NEAR KAMELIA RESORT!,,63.0,1,1,Durrës,Sale,1190.4761904761904
890,Shop for rent in Block near Juridik!,Rrugica e Juridikut,54.0,1,1,Tirana,Rent,16.48148148148148
139040,2+1 APARTMENT FOR SALE IN THE AURA COMPLEX!,Rruga Dritan Hoxha,126.0,2,2,Tirana,Sale,1103.4920634920634
145800,"2+1 apartment for sale in the Parallel Living Complex, in Don Bosco.",,108.0,2,2,Tirana,Sale,1350.0
146000,"2+1 apartment for sale in the Parallel Living Complex, in Don Bosco.",,111.0,2,2,Tirana,Sale,1315.3153153153153
88500,SHITET APARTAMENT 2+1 NE PLAZH!,Lagjia 13.plazh Iliria,89.0,2,1,Durrës,Sale,994.3820224719101
82000,1+1 apartment for sale in Yzberish!,Yzberish,82.0,1,1,Tirana,Sale,1000.0
59000,SHESIM APARTAMENT 1+1 NE GOLEM !!,"Bulevardi i Pishave, Golem",63.0,1,1,Durrës,Sale,936.5079365079365
201420,"3+1 apartment for sale in the Parallel Living Complex, in Don Bosco.",,149.0,3,2,Tirana,Sale,1351.8120805369128
400,DUPLEX FOR RENT IN VOLLGA!,Vollga,109.0,3,2,Durrës,Rent,3.669724770642202
43000,STUDIO PENTHOUSE + VERANDA FOR SALE IN DURRES BEACH,,101.0,1,1,Durrës,Sale,425.74257425742576
123500,FOR SALE PENTHOUSE 2+1+VERANDA IN ILYRIA BEACH,,337.0,2,1,Durrës,Sale,366.46884272997033
125000,FOR SALE PENTHOUSE 2+1+VERANDA IN ILYRIA BEACH,,337.0,2,1,Durrës,Sale,370.919881305638
950,"JAPIM PER QIRA AMBIENT PER ZYRA, PRANE PALLATIT SHALLVARE!",,100.0,4,1,Tirana,Rent,9.5
103000,APARTMENT FOR SALE 3+1+2 NEAR YZBERISHTI!,Besim Alla,116.0,3,2,Tirana,Sale,887.9310344827586
182000,APARTMENT FOR SALE 2+1+2 LIKENI I THATE!,,140.0,2,2,Tirana,Sale,1300.0
85000,2+1+2 APARTMENT FOR SALE IN DURRES!,Rruga Aleksander Goga,115.0,2,2,Durrës,Sale,739.1304347826087
108000,APARTMENT FOR SALE 3+1+2+VERAND NEAR KAVAJES ROCK!,,120.0,3,2,Durrës,Sale,900.0
52000,PREFABRICATED 2+1 APARTMENT FOR SALE IN DURRES!,,83.0,2,1,Durrës,Sale,626.5060240963855
150300,1+1 APARTMENT FOR SALE IN SAN PIETRO COMPLEX,,83.0,1,1,Durrës,Sale,1810.8433734939758
1500,Apartament 3+1 Ne Rezidencen Touch Of The Sun!,Rezidenca Touch Of The Sun,169.0,3,3,Tirana,Rent,8.875739644970414
850,FOR RENT 2+1 APARTMENTS WITH PARKING POST NEAR XIBRAK!!,,107.0,2,2,Tirana,Rent,7.94392523364486
190000,"2+1 INVESTED APARTMENT FOR SALE, DON BOSCO!","Rruga ""DON BOSKO""",124.0,2,1,Tirana,Sale,1532.258064516129
128000,APARTMENT FOR SALE 1+1 TEKS CORNER RESIDENCE.,,71.0,1,1,Tirana,Sale,1802.8169014084508
212000,"SQUARE APARTMENT FOR SALE 21, RR. KAVAJES.",Rr. Kavajes,118.0,2,2,Tirana,Sale,1796.6101694915253
400,2+1 for rent in Boulevard!,Bulevard,81.0,2,1,Durrës,Rent,4.938271604938271
88068,"1+1 APARTMENT FOR SALE IN GOLEM, LIBURNA RESIDENCE!",Mali i Robit,73.0,1,1,Durrës,Sale,1206.4109589041095
91032,"1+1 APARTMENT FOR SALE IN GOLEM, LIBURNA RESIDENCE!",Mali i Robit,76.0,1,1,Durrës,Sale,1197.7894736842106
221000,APARTMENT FOR SALE 2+1+2 AT SQUARE 21.,Rr.Kavajes Ish Policia Bashkiake,123.0,2,2,Tirana,Sale,1796.7479674796748
65000,"1 bedroom for sale at ""Shkembi i Kavajes"" on the first coastline!",,105.0,1,1,Durrës,Sale,619.047619047619
87500,APARTMENT 1+1 AT THE AVIATION FIELD!,,77.0,1,1,Tirana,Sale,1136.3636363636363
143000,APARTMENT 2+1+2 AT THE AVIATION FIELD!,Ish-Fusha e Aviacionit,126.0,2,2,Tirana,Sale,1134.920634920635
240000,"RED SCHOOL, 2+1+2 apartment for sale, invested",Rruga Sul Bega,118.0,2,2,Tirana,Sale,2033.8983050847457
128000,APARTMENT FOR SALE 1+1 AT CORNER RESIDENCE.,,71.0,1,1,Tirana,Sale,1802.8169014084508
230000,APARTMENT FOR SALE 2+1+2 AT SQUARE 21!,,128.0,2,2,Tirana,Sale,1796.875
165000,"SALE, LUXURY APARTMENT 1+1 with PARKING POST‼️",Park Life,58.5,1,1,Tirana,Sale,2820.5128205128203
550,2+1 APARTMENT FOR RENT IN ASTIR!!,,111.0,2,2,Tirana,Rent,4.954954954954955
550,2+1 APARTMENT FOR RENT IN ASTIR!!,,81.0,2,1,Tirana,Rent,6.790123456790123
550,APARTMENT FOR RENT 2+1+2 IN ASTIR!!,,100.0,2,2,Tirana,Rent,5.5
350,RENT OF OFFICES IN ASTIR!!,,65.0,1,1,Tirana,Rent,5.384615384615385
110000,"SHITET APARTAMENT 1+1 DHE AMBIENT BIZNESI NE PERASH,SHKODER",,77.0,1,1,Shkodër,Sale,1428.5714285714287
95000,2+1 APARTMENT FOR SALE IN GOLEM! (POSSIBILITY OF RETURN TO 3+1),Prane Hotel Flower,100.0,2,1,Durrës,Sale,950.0
107900,"APARTMENT FOR SALE 2+1+2 ASTIR ""URBAN GATE RESIDENCE""",Rruga:Bulevard Kashar-Tirane,114.0,2,2,Tirana,Sale,946.4912280701755
144400,"APARTMENT FOR SALE 2+1+2 ASTIR
""URBAN GATE RESIDENCE""",Rruga:Bulevard Kashar-Tirane,152.0,2,2,Tirana,Sale,950.0
1800,Apartamnet 3+1 per Qera,Rr. Sylejman Delvina,135.0,3,2,Tirana,Rent,13.333333333333334
220000,"SAN PIETRO RESIDENCE , SHITET APARTAMENT 2+1",Gjiri i Lalzit,105.0,2,2,Durrës,Sale,2095.2380952380954
620,"QIRA, APARTAMENT 2+1+2 ME POST PARKIMI, TE LIQENI I THATE !",,85.0,2,2,Tirana,Rent,7.294117647058823
68000,2+1 with sea view for sale,"Plazh, prane Rrotes se Kuqe.",66.0,2,2,Durrës,Sale,1030.3030303030303
128000,"SHESIM APARTAMENT 2+1+2, SELITE",Rruga “Hamdi Pepo”,122.0,2,2,Tirana,Sale,1049.1803278688524
127000,"RESIDENCA MINE PEZA, SHITET APARTAMENT 1+1",Residenca Mine Peza,75.0,1,1,Tirana,Sale,1693.3333333333333
333000,SHITEN 5 SUPER-APARTAMENTE NE SHENGJIN,,333.0,1,1,Shëngjin,Sale,1000.0
45000,SHESIM APARTAMENT 1+1 NE GOLEM DURRES !,,63.0,1,1,Durrës,Sale,714.2857142857143
900,"JEPET ME QIRA APARTAMENTI 1+1 , CURRILA !",Currila,70.0,1,1,Durrës,Rent,12.857142857142858
900,"JEPET ME QIRA APARTAMENTI 1+1, CURRILA!",Currila,70.0,1,1,Durrës,Rent,12.857142857142858
210000,"RR. JORDAN MISJA, SHITET APARTAMENT 2+1+2 POSTE PARKIMI","Rr. Jordan Misja, Genner 2",117.0,2,1,Tirana,Sale,1794.871794871795
69000,2+1 APARTMENT FOR SALE IN GOLEM WITH SEA VIEW!!!,Golem,75.0,2,1,Durrës,Sale,920.0
1200,"JEPET ME QIRA AMBIENT BIZNESI, NE BULEVARDIN E RI",,120.0,2,2,Tirana,Rent,10.0
137000,2+1 APARTMENT FOR SALE NEAR THE GRAND COMPLEX!,Rruga Mihal Grameno,132.0,2,2,Tirana,Sale,1037.878787878788
375,"1+1 APARTMENT FOR RENT, IN LUNGOMARE, WITH SEA VIEW!",,72.0,1,1,Vlorë,Rent,5.208333333333333
156000,SHESIM APARTAMENT 3+1+2 MBRAPA GLOBE!,,104.0,3,2,Tirana,Sale,1500.0
115000,Apartament 2+1 dhe 1 post parkimi per shitje ne Golem,Golem,117.0,2,1,Durrës,Sale,982.9059829059829
223000,"Shitet apartament 3+1+2, prane Kika 2",,135.0,3,2,Tirana,Sale,1651.851851851852
1000,JEPET ME QIRA APARTAMENT 3+1+2 NE VOLLGA!,Vollga,130.0,3,2,Durrës,Rent,7.6923076923076925
260000,Apartament per Shitje,Rr. Irfan Tomini,166.0,4,2,Tirana,Sale,1566.2650602409637
269000,"Shitet apartament 2 + 1 ne RR KAVAJES"" Garden Building.",,125.0,2,2,Tirana,Sale,2152.0
165000,SHITET APARTAMENT LUKSOZ TEK KOMUNA PARISIT (KOMPLEKSI KIKA 1),Kompleksi kika 1,79.0,1,1,Tirana,Sale,2088.6075949367087
99700,"APARTMENT FOR SALE 2+1 ASTIR
""URBAN GATE RESIDENCE""",Rruga:Bulevard Kashar-Tirane,105.0,2,1,Tirana,Sale,949.5238095238095
92700,"APARTMENT FOR SALE 2+1
ASTIR ""URBAN GATE RESIDENCE""",Rruga:Bulevard Kashar-Tirane,95.0,2,1,Tirana,Sale,975.7894736842105
165000,SHITET APARTAMENT 2+1+ GARAZHD ME PAMJE DETI TEK SHKEMBI I KAVAJES!,Shkembi i Kavajes,97.0,2,1,Durrës,Sale,1701.0309278350514
250,"JEPET APARTAMENT1+1 ME QIRA TEK FUSHA E RERES, DURRES!",,70.0,1,1,Durrës,Rent,3.5714285714285716
85000,SHITET APARTAMNET 2+1 +GARAZHD TE SHKEMBI I KAVAJES!!,,104.0,2,1,Durrës,Sale,817.3076923076923
1200,"APARTMENT 2+1+2 + PARKING SPACE FOR RENT, LUNGOMARE, VLORE!",,120.0,2,2,Vlorë,Rent,10.0
233500,SHITET APARTAMENT 2+1+2+2 TEK BULEVARDI I RI!,,152.0,2,2,Tirana,Sale,1536.1842105263158
125000,1+1 apartment for sale with extra investment and fully furnished in Oasis Residence,,74.0,1,1,Tirana,Sale,1689.1891891891892
210000,SHITET APARTAMENT 3+1+2 + 2 BALLKONE NE KOMUNEN E PARISIT!,,163.0,3,2,Tirana,Sale,1288.3435582822085
99000,"APARTAMENT 2+1 ME HIPOTEKE, NE SHITJE NE ASTIR","Rruga Teodor Keko, tek Fabrika e miellit",103.0,2,2,Tirana,Sale,961.1650485436893
250,"JEPET ME QERA APARTAMENT 1+1 NE ILIRIA, DURRES !",,50.0,1,1,Durrës,Rent,5.0
1500,JAPIM ME QIRA AMBIENT PER ZYRA PRANE SHESHIT WILLSON,,155.0,3,2,Tirana,Rent,9.67741935483871
1000,"APARTMENT FOR RENT 3+1, KAVAJA STREET",,125.0,3,2,Tirana,Rent,8.0
500,"KOMUNA PARISIT, APARTAMENT 1+1 PER QIRA",Rruga Hasan Alla,70.0,1,1,Tirana,Rent,7.142857142857143
500,"KOMUNA PARISIT, APARTAMENT 1+1 PER QIRA",,70.0,1,1,Tirana,Rent,7.142857142857143
77000,1+1 apartment for sale in a new building in Yzberisht!,,77.0,2,1,Tirana,Sale,1000.0
118000,APARTAMENT 1+1/NJESI SHERBIMI TE SHESHI WILSON!,Sheshi Wilson,67.0,1,1,Tirana,Sale,1761.1940298507463
80000,1+1 apartment for sale in a new building in Yzberisht!,,80.0,2,1,Tirana,Sale,1000.0
